Short Window,Long Window,Total Return,CAGR,Sharpe Ratio,Max Drawdown,Number of Trades
10,50,1.5783214878177345,0.08716245874376871,0.8640854585365159,-0.14475012956977795,33
10,100,1.629596381831551,0.08905305506484806,0.8760013792156258,-0.14593396972353623,20
10,200,0.9687263993668196,0.06159174360892994,0.6050553122500747,-0.2612588836178805,15
20,50,1.8176151737130923,0.09570953796952231,0.9092385158955084,-0.20166543553360006,26
20,100,1.1460671859806109,0.06970159991237157,0.6946466061279846,-0.21103174425073046,15
20,200,0.7281017200256668,0.04945059297930343,0.4932814449911158,-0.25840374456863957,12
30,50,1.2731249841234344,0.07514431565046342,0.7285430203634171,-0.23525023340264217,24
30,100,1.049149222229853,0.06534871643048712,0.6550255599101985,-0.1682362444267118,15
30,200,0.588895099395826,0.041702475867000155,0.42003316341269203,-0.3440935982754494,9
